"Time (s)","X (hPa)"
4.107325673E2,1.015304413E3
4.117995953E2,1.015304260E3
4.128666103E2,1.015304871E3
4.139336483E2,1.015304260E3
4.150006653E2,1.015304642E3
4.160677333E2,1.015304260E3
4.171347783E2,1.015304260E3
4.182018133E2,1.015301895E3
4.192688503E2,1.015301895E3
4.203358623E2,1.015303116E3
4.214028313E2,1.015304871E3
4.224698003E2,1.015305099E3
4.235367373E2,1.015307693E3
4.246037143E2,1.015307693E3
4.256707013E2,1.015307159E3
4.267376963E2,1.015306778E3
4.278046943E2,1.015306702E3
4.288717183E2,1.015306473E3
4.299387233E2,1.015306473E3
4.310057193E2,1.015306931E3
4.320727513E2,1.015306931E3
4.331397613E2,1.015307999E3
4.342068193E2,1.015308609E3
4.352738643E2,1.015308609E3
4.363409203E2,1.015308456E3
4.374079403E2,1.015307999E3
4.384749773E2,1.015307999E3
4.395420033E2,1.015307999E3
4.406090423E2,1.015309067E3
4.416760063E2,1.015310287E3
4.427429943E2,1.015315628E3
4.438100333E2,1.015319519E3
4.448770383E2,1.015321045E3
4.459440463E2,1.015321960E3
4.470110783E2,1.015322723E3
4.480781053E2,1.015322723E3
4.491451473E2,1.015322723E3
4.502122043E2,1.015323944E3
4.512792693E2,1.015327606E3
4.523463443E2,1.015329285E3
4.534134223E2,1.015331955E3
4.544804953E2,1.015333939E3
4.555475543E2,1.015335770E3
4.566145773E2,1.015336838E3
4.576815993E2,1.015338135E3
4.587486503E2,1.015338287E3
4.598156293E2,1.015338135E3
4.608826263E2,1.015338898E3
4.619495493E2,1.015340118E3
4.630164633E2,1.015341034E3
4.640834193E2,1.015344009E3
4.651503863E2,1.015345535E3
4.662173763E2,1.015345535E3
4.672843613E2,1.015346985E3
4.683513113E2,1.015346985E3
4.694182653E2,1.015347366E3
4.725807643E2,1.015335464E3
4.735810353E2,1.015334320E3
4.745813093E2,1.015335464E3
4.755815603E2,1.015350571E3
4.774345107E2,1.015267487E3
4.784348237E2,1.015266953E3
4.794351177E2,1.015266418E3
4.804353817E2,1.015266418E3
4.814355777E2,1.015275574E3
4.817934467E2,1.015291824E3
4.828603647E2,1.015295639E3
4.839273317E2,1.015302887E3
4.849943277E2,1.015314484E3
4.860612887E2,1.015321198E3
4.871282437E2,1.015323410E3
4.881951577E2,1.015326462E3
4.892621507E2,1.015328903E3
4.903291337E2,1.015332184E3
4.913961067E2,1.015333710E3
4.924630907E2,1.015335770E3
4.935299837E2,1.015337677E3
4.945969087E2,1.015337906E3
4.956638327E2,1.015337906E3
4.967307747E2,1.015336151E3
4.977977157E2,1.015333939E3
4.988646367E2,1.015332260E3
4.999315727E2,1.015331345E3
5.009985387E2,1.015331345E3
5.020654817E2,1.015332260E3
5.031324347E2,1.015334702E3
5.041993907E2,1.015335007E3
5.052662647E2,1.015335312E3
5.063332157E2,1.015337906E3
5.074001537E2,1.015337906E3
5.084671147E2,1.015337830E3
5.095340477E2,1.015337830E3
5.106009737E2,1.015338593E3
5.116679567E2,1.015339966E3
5.127348927E2,1.015339966E3
5.138018857E2,1.015339355E3
5.148688517E2,1.015338593E3
5.159358207E2,1.015336990E3
5.170027577E2,1.015333939E3
5.180697037E2,1.015333939E3
5.191366927E2,1.015336685E3
5.202037007E2,1.015340424E3
5.212706707E2,1.015343170E3
5.223376047E2,1.015347595E3
5.234045717E2,1.015348206E3
5.244715427E2,1.015348206E3
5.255384527E2,1.015347748E3
5.266054077E2,1.015347748E3
5.276723447E2,1.015347748E3
5.287392457E2,1.015347824E3
5.298060807E2,1.015347748E3
5.308728707E2,1.015347519E3
5.319396797E2,1.015347519E3
5.330064767E2,1.015347824E3
5.340733377E2,1.015352402E3
5.351401787E2,1.015360260E3
5.362070417E2,1.015367966E3
5.372738957E2,1.015367966E3
5.383407777E2,1.015363007E3
5.394076197E2,1.015355835E3
5.404744747E2,1.015345688E3
5.415413227E2,1.015335770E3
5.426081597E2,1.015335770E3
5.436750147E2,1.015335159E3
5.447419027E2,1.015335159E3
5.476840990E2,1.015276337E3
5.486842930E2,1.015278168E3
5.496844470E2,1.015279922E3
5.506846490E2,1.015283051E3
5.516848490E2,1.015285110E3
5.520428730E2,1.015312042E3
5.552423218E2,1.015301285E3
5.562425628E2,1.015299301E3
5.572428338E2,1.015301285E3
5.582431198E2,1.015310593E3
5.592433788E2,1.015314026E3
5.596012548E2,1.015316467E3
5.606681868E2,1.015321198E3
5.617351368E2,1.015318756E3
5.628020838E2,1.015318756E3
5.638689928E2,1.015318756E3
5.649359138E2,1.015316467E3
5.660028858E2,1.015316162E3
5.670698678E2,1.015316467E3
5.681367208E2,1.015317307E3
5.692036138E2,1.015317841E3
5.702705288E2,1.015320587E3
5.713374408E2,1.015320816E3
5.724043708E2,1.015320587E3
5.734712838E2,1.015319214E3
5.745381698E2,1.015317459E3
5.756050928E2,1.015315094E3
5.766719968E2,1.015313416E3
5.777389078E2,1.015312424E3
5.788057708E2,1.015312424E3
5.798726368E2,1.015312576E3
5.809394788E2,1.015312881E3
5.820063418E2,1.015312881E3
5.830732518E2,1.015310593E3
5.841400958E2,1.015308380E3
5.852069258E2,1.015307388E3
5.862737498E2,1.015303345E3
5.873405898E2,1.015301895E3
5.884074128E2,1.015300827E3
5.894742158E2,1.015299835E3
5.905411198E2,1.015299835E3
5.916080218E2,1.015299377E3
5.926749928E2,1.015299225E3
5.937419798E2,1.015299149E3
5.948089258E2,1.015299149E3
5.958758818E2,1.015298538E3
5.969428888E2,1.015296860E3
5.980098958E2,1.015296860E3
5.990768108E2,1.015299149E3
6.001437868E2,1.015301437E3
6.012107848E2,1.015303116E3
6.022777578E2,1.015304184E3
6.033447528E2,1.015304184E3
