"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.758723875E0,1.195395470E0,4.274084866E-1,1.377661675E-1
2.768716875E0,8.009735942E-1,-2.289825380E-1,6.197086349E-2
2.778709875E0,5.484331846E-1,-6.742055416E-1,-1.987070590E-1
2.788702875E0,4.361774623E-1,-7.193822265E-1,-4.580560625E-1
2.798695875E0,4.414010048E-1,-4.196472168E-1,-4.673260152E-1
2.808688875E0,5.127419829E-1,-2.186523750E-2,-2.658698857E-1
2.818681875E0,5.783311129E-1,2.318913937E-1,-2.827702835E-2
2.828674875E0,6.363183260E-1,3.499461412E-1,5.680228397E-2
2.838667875E0,7.185098529E-1,3.172347844E-1,1.012472436E-1
2.848660875E0,8.680798411E-1,1.651991904E-1,1.570321172E-1
2.858653875E0,1.027062058E0,-1.187865157E-2,2.185181230E-1
2.868646875E0,1.105576873E0,-2.729611993E-1,2.315426916E-1
2.878639875E0,9.833831191E-1,-5.886349678E-1,2.922329605E-1
2.888632875E0,6.058315039E-1,-9.354625344E-1,3.492488861E-1
2.898625875E0,1.904516369E-1,-1.347741961E0,3.653059006E-1
2.908618875E0,-1.624186188E-1,-1.887424469E0,3.941226900E-1
2.918611875E0,-4.422627687E-1,-2.167124987E0,3.946073651E-1
2.928604875E0,-5.324620008E-1,-2.170693874E0,4.500081837E-1
2.938597875E0,-4.801124930E-1,-2.084584713E0,5.265184045E-1
2.948590875E0,-3.615135252E-1,-1.949328780E0,5.586737394E-1
2.958583875E0,-2.477603257E-1,-1.845919728E0,4.810508490E-1
2.968576875E0,-1.841508150E-1,-1.770247340E0,2.742278874E-1
2.978569875E0,-1.727325171E-1,-1.605031252E0,-1.112610660E-2
2.988562875E0,-2.454153150E-1,-1.254870296E0,-2.475937009E-1
2.998555875E0,-3.248752654E-1,-7.279646397E-1,-3.870415986E-1
3.008548875E0,-3.459921777E-1,-9.201951325E-2,-4.329870641E-1
3.018541875E0,-2.799447179E-1,5.310243368E-1,-3.875490129E-1
3.028534875E0,-1.097031385E-1,9.995139837E-1,-3.047439456E-1
3.038527875E0,1.451203674E-1,1.292597532E0,-3.223482370E-1
3.048520875E0,5.180402398E-1,1.388441682E0,-4.280036986E-1
3.058513875E0,9.266125560E-1,1.219814301E0,-3.969621658E-1
3.068506875E0,1.259717584E0,9.075312614E-1,-2.224279642E-1
3.078499875E0,1.534754753E0,6.866215467E-1,-3.316056728E-2
3.088492875E0,1.738233209E0,5.158920288E-1,1.261366457E-1
3.098485875E0,1.859283686E0,3.750891387E-1,2.196588814E-1
3.108478875E0,1.879727483E0,2.752929032E-1,2.640700638E-1
3.118471875E0,1.855017662E0,3.109299839E-1,3.044483960E-1
3.128464875E0,1.784770370E0,4.260902107E-1,3.442909122E-1
3.138457875E0,1.683899999E0,5.223176479E-1,3.726900518E-1
3.148450875E0,1.593696117E0,5.103765130E-1,3.778760731E-1
3.158443875E0,1.514855623E0,4.451333880E-1,3.696884513E-1
3.168436875E0,1.434372544E0,3.742773533E-1,3.557903767E-1
3.178429875E0,1.387358189E0,2.923883498E-1,3.222976625E-1
3.188422875E0,1.326315761E0,1.115910113E-1,2.518933415E-1
3.198415875E0,1.295100570E0,-1.387051195E-1,1.852059215E-1
3.208408875E0,1.277475715E0,-4.382421672E-1,1.883617640E-1
3.218401875E0,1.288555622E0,-7.631717920E-1,2.916242480E-1
3.228394875E0,1.322755218E0,-1.095644832E0,4.532726109E-1
3.238388125E0,1.390051365E0,-1.436303377E0,6.065405011E-1
3.248381125E0,1.501977205E0,-1.796448469E0,6.890987754E-1
3.258374125E0,1.626548171E0,-2.146465540E0,6.492488384E-1
3.268367125E0,1.779842257E0,-2.433021784E0,5.381451249E-1
3.278360125E0,2.347085476E0,-2.568381071E0,3.733724058E-1
3.288353125E0,3.324991226E0,-2.180342674E0,1.927545667E-1
3.298346125E0,3.950735569E0,-2.804833949E-1,8.205413818E-2
3.308339125E0,2.951683998E0,3.875560999E0,1.288289577E-1
3.318332125E0,9.758291841E-1,6.751496315E0,1.261905581E-1
3.328325125E0,-5.668196678E-1,7.418057919E0,-4.731685668E-2
3.338318125E0,-1.364130020E0,6.664647579E0,-2.452123612E-1
3.348311125E0,-1.513420582E0,5.312060833E0,-3.419132829E-1
3.358304125E0,-1.255420446E0,3.903842211E0,-3.244847655E-1
3.368297125E0,-1.005243421E0,2.564495087E0,-2.655925155E-1
3.378290125E0,-1.022457242E0,1.552833319E0,-3.529298007E-1
3.388283125E0,-1.377710104E0,1.173099041E0,-7.099474072E-1
3.398276125E0,-2.104721785E0,1.334466457E0,-1.383724451E0
3.408269125E0,-3.030075312E0,1.506658196E0,-2.174528122E0
3.418262125E0,-3.627566338E0,1.401980042E0,-2.915060997E0
3.428255125E0,-3.633200407E0,1.080363035E0,-3.317671776E0
3.438248125E0,-3.189758778E0,5.290104747E-1,-3.310074329E0
3.448241125E0,-2.728204012E0,-2.715626955E-1,-2.982127666E0
3.458234125E0,-2.456516504E0,-1.217769146E0,-2.460830212E0
3.468227125E0,-2.284080029E0,-2.155776024E0,-1.913436174E0
3.478220125E0,-2.223227978E0,-2.938697577E0,-1.327012897E0
3.488213125E0,-2.267417192E0,-3.337224960E0,-6.764729619E-1
