"Time (s)","X (hPa)"
3.538461124E2,1.015530548E3
3.549131564E2,1.015532990E3
3.559801974E2,1.015534515E3
3.570472124E2,1.015538940E3
3.581141974E2,1.015540619E3
3.591812174E2,1.015544434E3
3.602482274E2,1.015545731E3
3.613151824E2,1.015545731E3
3.623821514E2,1.015548019E3
3.634490984E2,1.015551834E3
3.645160504E2,1.015552979E3
3.655830294E2,1.015554581E3
3.666500244E2,1.015557098E3
3.677169904E2,1.015557632E3
3.687839944E2,1.015557632E3
3.698509624E2,1.015554123E3
3.709179454E2,1.015553894E3
3.719849074E2,1.015553894E3
3.730519044E2,1.015554276E3
3.741188834E2,1.015555420E3
3.751858464E2,1.015557632E3
3.762528434E2,1.015557632E3
3.773198664E2,1.015557098E3
3.783868684E2,1.015556183E3
3.794538424E2,1.015556183E3
3.805207964E2,1.015557251E3
3.815878204E2,1.015557404E3
3.826548194E2,1.015559998E3
3.855667109E2,1.015566635E3
3.865671889E2,1.015565948E3
3.875675699E2,1.015565338E3
3.885679599E2,1.015565338E3
3.895683639E2,1.015590134E3
3.899259979E2,1.015604782E3
3.909931049E2,1.015608063E3
3.934656150E2,1.015566406E3
3.944659740E2,1.015588303E3
3.954663500E2,1.015586624E3
3.964667090E2,1.015601501E3
3.974670260E2,1.015601501E3
3.978248300E2,1.015612335E3
3.988918610E2,1.015612335E3
3.999588870E2,1.015612411E3
4.010259170E2,1.015615387E3
4.020929460E2,1.015615387E3
4.031599720E2,1.015611954E3
4.042269680E2,1.015611801E3
4.052940080E2,1.015610580E3
4.063610450E2,1.015610123E3
4.074280500E2,1.015609436E3
4.084950930E2,1.015606308E3
4.095621130E2,1.015599518E3
4.106291150E2,1.015595398E3
4.116960680E2,1.015590286E3
4.127630890E2,1.015588226E3
4.138300670E2,1.015586319E3
4.148970580E2,1.015585709E3
4.159640580E2,1.015584030E3
4.170310240E2,1.015584030E3
4.180980200E2,1.015584564E3
4.191649900E2,1.015585480E3
4.202319430E2,1.015585861E3
4.212989570E2,1.015585861E3
4.223659230E2,1.015587616E3
4.234328760E2,1.015587616E3
4.244998140E2,1.015586700E3
4.255667640E2,1.015586700E3
4.266337040E2,1.015587387E3
4.277006310E2,1.015587387E3
4.287675670E2,1.015585709E3
4.298345270E2,1.015585709E3
4.309014940E2,1.015592422E3
4.319683950E2,1.015598526E3
4.330353180E2,1.015605621E3
4.341022680E2,1.015612564E3
4.351692210E2,1.015618896E3
4.362361880E2,1.015620193E3
4.373031010E2,1.015620193E3
4.383700600E2,1.015618744E3
4.394369900E2,1.015614929E3
4.405039930E2,1.015610046E3
4.415710220E2,1.015606308E3
4.426380590E2,1.015598755E3
4.437050990E2,1.015595398E3
4.447721470E2,1.015592804E3
4.458391690E2,1.015591125E3
4.469062040E2,1.015585480E3
4.479732080E2,1.015585480E3
4.490402370E2,1.015587082E3
4.501072860E2,1.015589066E3
4.511742870E2,1.015590286E3
4.522412670E2,1.015591583E3
4.533082770E2,1.015591583E3
