"Time (s)","X (hPa)"
2.937453419E2,1.014673462E3
2.948189199E2,1.014673920E3
2.958924849E2,1.014676285E3
2.969660699E2,1.014678802E3
2.980396559E2,1.014680710E3
2.991132759E2,1.014681931E3
3.001868599E2,1.014682922E3
3.012604729E2,1.014682922E3
3.023341069E2,1.014682922E3
3.034076989E2,1.014682693E3
3.044812389E2,1.014682541E3
3.055547229E2,1.014682083E3
3.066282229E2,1.014681320E3
3.077017819E2,1.014681091E3
3.087753469E2,1.014681091E3
3.098489249E2,1.014682312E3
3.109225129E2,1.014682312E3
3.119960469E2,1.014681931E3
3.130695719E2,1.014681091E3
3.141431019E2,1.014681015E3
3.152166079E2,1.014678574E3
3.162901369E2,1.014676819E3
3.173636579E2,1.014674911E3
3.184371919E2,1.014673233E3
3.195107659E2,1.014670715E3
3.205843669E2,1.014670563E3
3.216578959E2,1.014670563E3
3.227314229E2,1.014670563E3
3.238049619E2,1.014670563E3
3.248785499E2,1.014670563E3
3.259520679E2,1.014669952E3
3.270256109E2,1.014668427E3
3.280991459E2,1.014667969E3
3.291727219E2,1.014667969E3
3.302462729E2,1.014667969E3
3.313198049E2,1.014667969E3
3.323933279E2,1.014667969E3
3.334669139E2,1.014667969E3
3.345404829E2,1.014667358E3
3.356140409E2,1.014665680E3
3.366875529E2,1.014664841E3
3.377611069E2,1.014662933E3
3.388347209E2,1.014659882E3
3.399083239E2,1.014658508E3
3.409819119E2,1.014658356E3
3.420554919E2,1.014655151E3
3.431290669E2,1.014655151E3
3.442026629E2,1.014654388E3
3.452762549E2,1.014654312E3
3.463498419E2,1.014652863E3
3.474233889E2,1.014652863E3
3.506380684E2,1.014587479E3
3.516445334E2,1.014591675E3
3.526509994E2,1.014595947E3
3.536575014E2,1.014659958E3
3.546639854E2,1.014668655E3
3.558105985E2,1.014624481E3
3.568171235E2,1.014627075E3
3.578236555E2,1.014629593E3
3.588302025E2,1.014657745E3
3.598367285E2,1.014664383E3
3.601869715E2,1.014665298E3
3.612606685E2,1.014667206E3
3.623343935E2,1.014669342E3
3.634080925E2,1.014670334E3
3.644817245E2,1.014670334E3
3.655553405E2,1.014674606E3
3.666289555E2,1.014677124E3
3.677025575E2,1.014681931E3
3.687761675E2,1.014685440E3
3.698497965E2,1.014686127E3
3.709234275E2,1.014686127E3
