"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.324900000E0,1.419377513E-2,4.098869488E-2,6.957496516E-4
3.334911000E0,2.241175808E-2,4.049867392E-2,3.121622838E-3
3.344923000E0,2.416082658E-2,3.340299428E-2,5.174588412E-3
3.354935000E0,1.732049696E-2,2.435357310E-2,4.803077318E-3
3.364947000E0,5.383490585E-3,1.377644017E-2,4.293919541E-3
3.374959000E0,-4.950905684E-3,1.005919930E-2,3.785788780E-3
3.384970000E0,-1.059673913E-2,9.613279253E-3,2.379071433E-3
3.394982000E0,-8.238509297E-3,1.565652341E-2,1.045595855E-5
3.404994000E0,-3.690051613E-3,2.596798539E-2,3.878260031E-6
3.415006000E0,-6.448553875E-3,3.117100336E-2,-1.445680158E-3
3.425018000E0,-1.060241181E-2,3.430571407E-2,-5.042931996E-3
3.435030000E0,-1.893224753E-2,2.741105668E-2,-5.077552982E-3
3.445041000E0,-2.607284300E-2,2.537220344E-2,-1.424832270E-3
3.455053000E0,-2.285894006E-2,2.314473502E-2,3.195219673E-3
3.465065000E0,-1.886544377E-2,2.173573896E-2,4.782140255E-3
3.475077000E0,-1.809765399E-2,1.825312339E-2,7.041566074E-3
3.485089000E0,-2.267487161E-2,1.195009798E-2,1.049156208E-2
3.495100000E0,-2.177978307E-2,6.639754400E-3,1.144630555E-2
3.505112000E0,-1.376533695E-2,2.299599349E-3,1.229780167E-2
3.515124000E0,-6.342574954E-3,3.394691041E-3,1.224826835E-2
3.525136000E0,-2.376945689E-3,1.250805333E-2,1.395056862E-2
3.535148000E0,3.268689383E-3,2.015185729E-2,1.289782021E-2
3.545160000E0,4.678761121E-3,2.446643636E-2,1.229656488E-2
3.555171000E0,-8.936371887E-4,2.216546424E-2,1.068881340E-2
3.565183000E0,2.388963709E-3,2.071647346E-2,1.094200462E-2
3.575195000E0,3.005219158E-3,1.483887713E-2,9.882865474E-3
3.585207000E0,1.182738878E-2,8.415889926E-3,9.016547352E-3
3.595219000E0,1.393900998E-2,5.807589740E-3,1.025012508E-2
3.605231000E0,1.303249598E-2,5.658498034E-3,8.495203219E-3
3.615242000E0,6.271262653E-3,6.983687170E-3,1.027419511E-2
3.625254000E0,2.752371132E-3,1.201526541E-2,8.727542125E-3
3.635266000E0,-1.198428450E-3,1.405791007E-2,7.487840019E-3
3.645278000E0,-4.991413094E-3,1.282405015E-2,6.326076575E-3
3.655290000E0,-9.901482612E-3,1.105757523E-2,4.090648144E-4
3.665301000E0,-7.306160405E-3,1.521050744E-2,2.877997467E-3
3.675313000E0,-4.789739382E-3,2.244125679E-2,-2.587075112E-3
3.685325000E0,-7.922700606E-3,2.145091072E-2,1.761089545E-3
3.695337000E0,-1.222370565E-2,2.112653665E-2,-3.560705110E-3
3.705349000E0,-1.706832834E-2,1.599936001E-2,-8.312440477E-4
3.715361000E0,-7.047917694E-3,1.056624390E-2,1.019919291E-3
3.725372000E0,-3.200604580E-3,6.360340863E-3,1.947857207E-3
3.735384000E0,1.764060464E-3,-1.123141730E-3,2.667176770E-3
3.745396000E0,-4.360072489E-4,-1.009548269E-2,3.559282515E-3
3.755408000E0,2.470935578E-4,-1.169630885E-2,2.918526065E-3
3.765420000E0,1.583988778E-3,-1.417275146E-2,4.244002048E-4
3.775431000E0,5.156619474E-3,-1.204488613E-2,3.397117835E-4
3.785443000E0,9.083297919E-4,-5.343648605E-3,-2.229999285E-3
