"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.391614417E0,2.480423086E0,-1.455232812E0,4.743673566E-1
1.401608417E0,2.998195201E0,-2.177020714E0,1.734392044E0
1.411601417E0,1.569247670E0,-2.799151011E0,3.925230020E0
1.421594417E0,-3.024089304E-1,-2.616319687E0,4.822617409E0
1.431588417E0,-1.819238066E0,-2.335343433E0,4.518440866E0
1.441581417E0,-3.566459486E0,-2.367676197E0,4.140442932E0
1.451574417E0,-4.617450891E0,-2.304321030E0,3.031678697E0
1.461568417E0,-4.179309667E0,-1.951811110E0,2.955297981E0
1.471561417E0,-3.415159273E0,-1.384592600E0,3.546527497E0
1.481554417E0,-2.996049273E0,-7.363696879E-1,4.027569158E0
1.491548417E0,-2.625092849E0,-2.082836688E-2,4.255979235E0
1.501541417E0,-2.101196652E0,6.090769726E-1,4.379637322E0
1.511534417E0,-1.717934470E0,1.062835525E0,4.103181843E0
1.521527417E0,-1.327273953E0,1.532185678E0,4.121174310E0
1.531521417E0,-1.017138950E0,1.904558591E0,4.288827431E0
1.541514417E0,-5.574583375E-1,2.135352286E0,4.482730458E0
1.551507417E0,-2.052736683E-1,2.272603979E0,4.681676708E0
1.561501417E0,1.097938992E-1,2.219795435E0,4.822127997E0
1.571494417E0,5.743699470E-1,2.239338584E0,4.602417700E0
1.581487417E0,1.119148305E0,2.419574913E0,4.167323459E0
1.591481417E0,2.027618068E0,2.635875115E0,3.435693524E0
1.601474417E0,2.771818201E0,2.939135107E0,2.689295862E0
1.611467417E0,3.060090318E0,3.447502561E0,2.199858769E0
1.621460417E0,3.094768108E0,4.058383400E0,1.825775838E0
1.631454417E0,3.018675951E0,4.503420830E0,1.517990393E0
1.641447417E0,2.989053957E0,4.626720482E0,1.133200918E0
1.651440417E0,2.894615577E0,4.442544883E0,5.503604025E-1
1.661434417E0,2.233212895E0,3.794949962E0,2.253224552E-2
1.671427417E0,1.405756743E0,2.617645835E0,-2.402077121E-1
1.681420417E0,8.408464216E-1,1.155655981E0,-4.648875582E-1
1.691414417E0,5.444305949E-1,-2.498047471E-1,-9.280519420E-1
1.701407417E0,-1.307291240E-3,-1.479839650E0,-1.830914079E0
1.711400417E0,-7.857111248E-1,-2.522362533E0,-2.940695729E0
1.721394417E0,-1.598338153E0,-3.470688525E0,-4.712850846E0
1.731387417E0,-2.598986785E0,-4.411330692E0,-7.362086556E0
1.741380417E0,-3.711277768E0,-4.898677406E0,-8.956614078E0
1.751374417E0,-4.447267095E0,-4.237228092E0,-7.452098594E0
1.761367417E0,-4.167612604E0,-2.835766275E0,-4.453566593E0
1.771360417E0,-2.962998179E0,-1.385422904E0,-2.109000639E0
1.781353417E0,-1.549633331E0,-3.209893352E-1,-7.465438432E-1
1.791347417E0,-7.488681845E-1,6.833991766E-2,-5.014311942E-1
1.801340417E0,8.632807262E-2,-1.574795508E-1,-7.312606832E-1
1.811333417E0,1.282138564E0,-8.096323764E-1,-3.855364564E-1
1.821327417E0,2.263068924E0,-1.967962289E0,7.315091899E-1
1.831320417E0,3.445494627E0,-3.971847532E0,2.421210087E0
1.841313417E0,4.546124508E0,-6.601625170E0,3.908542359E0
1.851307417E0,3.787422842E0,-7.621236908E0,4.042962538E0
1.861300417E0,1.164157686E0,-7.133935803E0,2.481919388E0
1.871293417E0,-1.077626642E0,-5.040567695E0,-3.473325620E0
1.881287417E0,-2.414863666E0,-9.188975412E-1,-6.517925202E0
1.891280417E0,-1.015747021E0,2.605043331E0,-2.171927204E0
1.901273417E0,4.515266705E-1,3.950097059E0,8.693932593E-1
1.911266417E0,5.357406092E-1,4.518190897E0,3.301695807E0
1.921260417E0,1.510825507E-2,5.308023432E0,4.079335728E0
1.931253417E0,-4.485615474E-1,5.740143194E0,4.298959486E0
1.941246417E0,-1.087198242E0,5.328082890E0,4.300839951E0
1.951240417E0,-9.847719803E-1,3.835882226E0,4.022604872E0
1.961233417E0,-8.230110982E-1,1.632748432E0,3.542760136E0
1.971226417E0,-5.806597969E-1,-7.567016262E-1,3.039367493E0
1.981220417E0,-5.101260039E-1,-2.610088309E0,2.639451857E0
1.991213417E0,-8.179823466E-1,-3.815885918E0,2.254686356E0
2.001206417E0,-1.680750126E0,-4.264303624E0,1.811790175E0
2.011199417E0,-2.353731026E0,-3.789973397E0,1.358393712E0
2.021193417E0,-2.418835387E0,-2.496317865E0,1.626592630E0
2.031186417E0,-2.089820163E0,-1.426782600E0,2.061474470E0
2.041179417E0,-1.861484638E0,-7.846671045E-1,1.959568026E0
2.051173417E0,-1.942759328E0,-3.753023672E-1,1.642081612E0
2.061166417E0,-1.899458942E0,7.668974161E-2,1.237378421E0
2.071159417E0,-1.705977353E0,4.893873918E-1,1.013228917E0
2.081153417E0,-1.370075133E0,9.090578467E-1,9.203306206E-1
2.091146417E0,-9.142851113E-1,1.414612205E0,9.537194645E-1
2.101139417E0,-4.783282970E-1,1.762332671E0,9.915171091E-1
2.111133417E0,-2.952677259E-1,1.973326524E0,9.615231586E-1
2.121126417E0,-2.499523893E-1,2.160086592E0,9.138671815E-1
2.131119417E0,-1.427049525E-1,2.144899619E0,8.579666305E-1
2.141112417E0,6.977062169E-3,1.975070749E0,7.673464823E-1
2.151106417E0,9.445550138E-2,1.618099988E0,6.781051075E-1
2.161099417E0,1.444936158E-1,1.233190060E0,5.402336097E-1
2.171092417E0,1.037282901E-1,9.142636228E-1,2.631551099E-1
2.181086417E0,-4.109320834E-2,7.021365792E-1,-4.723965526E-3
2.191079417E0,9.465675524E-2,6.095833415E-1,-1.953344615E-1
2.201072417E0,3.189286302E-1,6.621995115E-1,-4.250072451E-1
2.211067083E0,4.086487457E-1,7.297219884E-1,-6.250135589E-1
2.221060083E0,4.587133370E-1,6.847428668E-1,-7.221374919E-1
2.231053083E0,4.630279975E-1,4.175438225E-1,-8.165181307E-1
2.241047083E0,3.871874177E-1,1.804737264E-1,-9.308105852E-1
2.251040083E0,5.893758027E-1,1.382796335E-1,-1.612477890E0
2.261033083E0,6.459619398E-1,7.268673778E-2,-2.132823365E0
2.271026083E0,3.926107103E-1,-4.536913097E-2,-2.152304533E0
2.281020083E0,2.691287533E-1,-2.957667857E-1,-2.303605477E0
2.291013083E0,-4.192410682E-2,-6.967051005E-1,-2.822330543E0
2.301006083E0,-4.029977041E-1,-9.952902442E-1,-3.784874625E0
2.311000083E0,-7.182673661E-1,-1.137897987E0,-5.161661192E0
2.320993083E0,-8.467621958E-1,-9.891424817E-1,-6.500527396E0
2.330986083E0,-7.471821398E-1,-6.098183995E-1,-7.042160829E0
2.340980083E0,-7.455704279E-1,-4.857749820E-1,-5.931316740E0
2.350973083E0,-1.025718277E0,-5.986285830E-1,-4.214429798E0
2.360966083E0,-1.447528813E0,-1.005629291E0,-2.954995680E0
2.370960083E0,-1.741247612E0,-1.571072586E0,-2.219972021E0
2.380953083E0,-1.835635413E0,-2.130777424E0,-1.928484374E0
2.390946083E0,-1.577942772E0,-2.431344774E0,-2.016688306E0
2.400939083E0,-9.975585254E-1,-2.303998264E0,-2.481345484E0
2.410933083E0,-5.827905223E-1,-2.185592147E0,-2.555198742E0
2.420926083E0,-3.416895019E-1,-2.351093493E0,-1.886912863E0
2.430919083E0,-7.680352843E-1,-3.128467366E0,-1.393966417E0
