"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.129377958E0,-5.089673781E0,6.014324398E0,-2.939895245E0
1.139369958E0,-5.214835771E0,6.165643907E0,-2.262694995E0
1.149362958E0,-4.877567495E0,6.299184372E0,-1.767172412E0
1.159355958E0,-4.972204388E0,6.276553309E0,-1.344994086E0
1.169347958E0,-5.297155212E0,6.230004795E0,-8.213431799E-1
1.179340958E0,-5.586078417E0,6.140526023E0,-4.499432445E-2
1.189333958E0,-5.483334652E0,5.887934493E0,9.979390329E-1
1.199325958E0,-4.849430986E0,5.020036951E0,2.352437183E0
1.209318958E0,-3.805227029E0,3.081118367E0,4.271526982E0
1.219311958E0,-1.751270909E0,5.540488261E-1,7.737609948E0
1.229303958E0,6.451474227E-1,-2.020511801E0,9.576078629E0
1.239296958E0,4.431610590E0,-4.971795083E0,9.168620085E0
1.249289958E0,7.930103211E0,-9.525194989E0,7.457598485E0
1.259281958E0,8.624406275E0,-1.392813551E1,4.883417927E0
1.269274958E0,8.417219544E0,-1.452568821E1,3.099821856E0
1.279267958E0,6.254243842E0,-1.123023021E1,3.153686407E0
1.289259958E0,3.825008159E0,-5.506580257E0,3.042957684E0
1.299252958E0,3.184757926E0,-1.420925444E0,1.744999770E0
1.309245958E0,2.029155155E0,9.457204735E-1,2.125147140E-1
1.319237958E0,3.578552259E-1,2.200376247E0,-1.243122872E0
1.329230958E0,-1.021683114E0,2.648388156E0,-2.782601051E0
1.339224333E0,-2.338528411E0,2.157938910E0,-3.974094617E0
1.349216333E0,-3.418146030E0,7.843419993E-1,-4.320608218E0
1.359209333E0,-3.924779200E0,-9.461286092E-1,-3.494900091E0
1.369202333E0,-1.748675330E0,-3.424310750E0,2.077188131E0
1.379194333E0,2.897945859E-2,-6.232814966E0,6.149762869E0
1.389187333E0,-1.979711976E0,-6.185369489E0,1.469846758E0
1.399180333E0,-2.752580861E0,-4.218028759E0,-1.635205578E0
1.409172333E0,-2.434968878E0,-1.615417285E0,-1.628919237E0
1.419165333E0,-1.523742884E0,1.113587603E0,-1.408368548E0
1.429158333E0,-9.814525160E-1,3.195142581E0,-2.229025411E0
1.439150333E0,-7.243551216E-1,3.439228166E0,-2.524988517E0
1.449143333E0,-6.341436937E-1,3.317963930E0,-2.287627230E0
1.459136333E0,-7.501799342E-1,3.102706872E0,-2.306975082E0
1.469128333E0,-1.149310728E0,2.549497706E0,-2.523799778E0
1.479121333E0,-1.623836252E0,1.559225543E0,-2.754270122E0
1.489114333E0,-2.018950009E0,1.957004607E-1,-3.066249190E0
1.499106333E0,-2.373177696E0,-1.188971077E0,-3.421905205E0
1.509099333E0,-2.509857092E0,-2.072836195E0,-4.044825461E0
1.519092333E0,-2.149799878E0,-2.297782089E0,-4.731214611E0
1.529084333E0,-1.652196271E0,-2.032940642E0,-5.231495658E0
1.539077333E0,-9.887910640E-1,-1.546492061E0,-5.406960075E0
1.549070333E0,-9.101775885E-2,-9.833350271E-1,-4.602263041E0
1.559062333E0,7.623858507E-1,-4.635883069E-1,-4.333256622E0
1.569055333E0,1.426797072E0,-7.402750432E-2,-3.987090931E0
1.579048333E0,1.847602325E0,1.389766216E-1,-2.988231838E0
1.589040333E0,1.907809350E0,2.972665966E-2,-1.852788659E0
1.599033333E0,1.864817405E0,-1.409939110E-1,-8.150913370E-1
1.609026333E0,1.766411543E0,4.189120710E-2,-3.106749929E-2
1.619018333E0,1.784665965E0,5.602094525E-1,5.130843296E-1
1.629011333E0,1.962149864E0,1.156105047E0,9.751226127E-1
1.639004333E0,2.179711749E0,1.626604178E0,1.448918989E0
1.648996333E0,2.356967460E0,1.720412813E0,1.858769045E0
1.658989333E0,2.566461064E0,1.399775480E0,2.017953644E0
1.668982333E0,2.718566439E0,1.150306948E0,1.938239722E0
1.678974333E0,2.567793059E0,9.747606701E-1,1.726220852E0
1.688967333E0,2.144453477E0,4.881050974E-1,1.418446809E0
1.698960333E0,1.652205042E0,-2.524009109E-2,1.246011250E0
1.708952333E0,1.136286933E0,-4.791401464E-1,1.278794249E0
1.718945333E0,6.907672530E-1,-6.980259866E-1,1.391250240E0
1.728938333E0,4.209968957E-1,-6.367243624E-1,1.567994027E0
1.738930333E0,3.217474267E-1,-2.944774747E-1,1.695244642E0
1.748923333E0,3.748851684E-1,1.388234246E-1,1.738732724E0
1.758916333E0,5.949300729E-1,6.134594607E-1,1.729217112E0
1.768908333E0,8.434934561E-1,9.732678759E-1,1.662312101E0
1.778901333E0,1.019846650E0,1.280539643E0,1.591159526E0
1.788894333E0,1.058679909E0,1.562928584E0,1.561450993E0
1.798886333E0,1.075610522E0,1.669246168E0,1.597385788E0
1.808879333E0,1.002153998E0,1.376674885E0,1.610113860E0
1.818872333E0,7.964355031E-1,6.925149858E-1,1.463217770E0
1.828864333E0,6.028037873E-1,-5.057695359E-1,1.349699925E0
1.838857333E0,6.050748459E-1,-1.780312275E0,1.346309563E0
1.848850333E0,8.260674378E-1,-2.653944765E0,2.258703100E0
1.858842333E0,9.795103633E-1,-2.817257499E0,3.417529149E0
1.868835333E0,1.093485460E0,-2.232870979E0,4.198037714E0
1.878828333E0,1.519446350E0,-1.618564256E0,4.604608651E0
1.888820333E0,2.285210283E0,-1.313395148E0,4.777319614E0
1.898813333E0,3.063976670E0,-1.603932769E0,4.688778151E0
1.908806333E0,3.762777120E0,-2.475610535E0,4.361241689E0
1.918798333E0,4.405985168E0,-3.340927116E0,4.030165322E0
1.928791333E0,5.150965465E0,-4.058813755E0,3.660723034E0
1.938784333E0,6.191683897E0,-4.785988696E0,3.031533394E0
1.948776333E0,7.165168705E0,-5.809520407E0,2.997945818E0
1.958769333E0,8.328801457E0,-7.042975931E0,3.255223306E0
1.968762333E0,9.514447222E0,-7.772835914E0,4.079305322E0
1.978754333E0,8.545936056E0,-7.019450244E0,5.801740687E0
1.988747333E0,6.308108393E0,-5.540498786E0,5.745219162E0
1.998740333E0,3.923927845E0,-4.417073243E0,3.629929258E0
2.008732333E0,1.476249459E0,-3.954177831E0,7.229356369E-1
2.018725333E0,-4.766878241E-1,-3.771156473E0,-1.541762248E0
2.028718333E0,-1.977474539E0,-3.883178015E0,-3.143463719E0
2.038710333E0,-3.388761140E0,-4.561448014E0,-4.119759868E0
2.048703333E0,-5.151870030E0,-5.581772527E0,-5.422278026E0
2.058696333E0,-6.666176092E0,-6.112968680E0,-6.691653580E0
2.068688333E0,-6.457785419E0,-5.634512073E0,-7.333662071E0
2.078681333E0,-4.255278739E0,-4.279622160E0,-7.987821077E0
2.088674333E0,-2.461303568E0,-2.325622437E0,-6.989500805E0
2.098666333E0,-1.901894892E0,-6.001611382E-1,-7.467093778E0
2.108659333E0,-8.631842472E-1,3.203139818E-1,-6.311343073E0
2.118652333E0,1.892138374E0,-9.815019250E-2,9.125537507E-1
2.128644333E0,3.605194951E0,-1.933697020E0,3.903866633E0
2.138637333E0,2.536260195E0,-3.246947742E0,1.755953213E0
2.148630333E0,1.292231589E0,-3.254892354E0,-1.062387921E0
2.158622333E0,3.450928006E-1,-2.472068877E0,-4.473937123E0
2.168615333E0,-3.080440383E-1,-1.418258529E0,-5.865674143E0
2.178608333E0,-7.119809514E-1,1.988521099E-2,-5.886889595E0
2.188600333E0,-1.328491051E0,1.262889238E0,-5.196305945E0
2.198593333E0,-2.105513213E0,2.021774215E0,-4.569863911E0
2.208586333E0,-2.607035770E0,2.391595402E0,-4.808886685E0
2.218578333E0,-2.419101581E0,2.740404620E0,-5.310456458E0
2.228571333E0,-1.990593352E0,3.072154586E0,-5.357546425E0
2.238564333E0,-1.691150861E0,3.423429574E0,-5.325573850E0
2.248556333E0,-1.519017895E0,3.547715067E0,-5.692259760E0
2.258549333E0,-1.635320476E0,3.653417523E0,-5.582943724E0
2.268542333E0,-2.323187803E0,3.735778479E0,-5.098719424E0
2.278534333E0,-3.031056261E0,3.875964305E0,-4.412641638E0
2.288527333E0,-3.732397911E0,4.080891087E0,-3.771040113E0
2.298520333E0,-4.092237024E0,4.456659477E0,-3.368014927E0
2.308512333E0,-4.140094438E0,4.822644891E0,-2.907746669E0
2.318505333E0,-4.312991927E0,5.048841505E0,-2.379404249E0
2.328498333E0,-4.542253944E0,5.213444719E0,-1.797509521E0
2.338490042E0,-4.652426012E0,5.383281190E0,-1.241372946E0
2.348483042E0,-4.937689444E0,5.438946683E0,-9.043558082E-1
