"Time (s)","X (hPa)"
1.586436133E2,1.014495239E3
1.597172753E2,1.014491577E3
1.607909343E2,1.014482727E3
1.639863857E2,1.014467087E3
1.649929687E2,1.014468231E3
1.659995277E2,1.014469299E3
1.670060397E2,1.014477615E3
1.680125647E2,1.014504471E3
1.683626977E2,1.014513931E3
1.707141972E2,1.014453659E3
1.724370132E2,1.014434586E3
1.734436092E2,1.014440613E3
1.744501932E2,1.014446564E3
1.754567552E2,1.014466705E3
1.764633082E2,1.014488373E3
1.768134442E2,1.014515152E3
1.778871602E2,1.014518280E3
1.789608262E2,1.014532471E3
1.800345162E2,1.014547348E3
1.811081712E2,1.014554825E3
1.821818842E2,1.014562988E3
1.832555572E2,1.014583435E3
1.843292322E2,1.014601059E3
1.854029152E2,1.014611130E3
1.864764982E2,1.014621124E3
1.875501572E2,1.014621124E3
1.886238442E2,1.014612274E3
1.896974862E2,1.014603424E3
1.907711672E2,1.014596252E3
1.918448492E2,1.014585037E3
1.929185302E2,1.014580002E3
1.939922032E2,1.014572067E3
1.950658662E2,1.014561691E3
1.961394972E2,1.014553299E3
1.972131592E2,1.014552307E3
1.982868262E2,1.014551468E3
1.993604302E2,1.014544830E3
2.004341052E2,1.014542999E3
2.015077792E2,1.014542999E3
2.025814952E2,1.014547806E3
2.036551962E2,1.014552078E3
2.047289392E2,1.014561081E3
2.058026392E2,1.014567337E3
2.068763182E2,1.014567337E3
2.079499832E2,1.014563675E3
2.090236782E2,1.014555359E3
2.100973632E2,1.014548264E3
2.111710392E2,1.014544601E3
2.122446872E2,1.014539185E3
2.133183732E2,1.014536057E3
2.143920342E2,1.014534760E3
2.154656462E2,1.014533997E3
2.165392862E2,1.014533081E3
2.176129282E2,1.014532394E3
2.186865582E2,1.014530334E3
2.197602632E2,1.014526291E3
2.208339192E2,1.014521332E3
2.219076252E2,1.014516678E3
2.229813232E2,1.014513779E3
2.240549812E2,1.014513092E3
2.251286882E2,1.014512253E3
2.262024052E2,1.014511795E3
2.272761702E2,1.014509659E3
2.283498622E2,1.014504623E3
2.294235692E2,1.014498596E3
2.304973022E2,1.014492722E3
2.315710362E2,1.014485550E3
2.326448532E2,1.014480438E3
2.337185832E2,1.014476395E3
2.347922762E2,1.014471664E3
2.358660702E2,1.014466400E3
2.369398132E2,1.014460831E3
2.380135642E2,1.014457321E3
2.390873352E2,1.014455872E3
2.401611462E2,1.014452438E3
2.412349352E2,1.014451981E3
2.423086952E2,1.014451981E3
2.433824222E2,1.014451981E3
2.444561402E2,1.014452057E3
2.455298612E2,1.014452286E3
2.466036122E2,1.014455795E3
2.476773002E2,1.014456940E3
2.487510012E2,1.014458313E3
2.498247492E2,1.014458313E3
2.508984312E2,1.014454346E3
2.519722182E2,1.014441910E3
2.530459702E2,1.014420929E3
2.552663680E2,1.014456863E3
2.562730650E2,1.014444122E3
2.572797510E2,1.014431458E3
2.582863910E2,1.014431458E3
2.592930080E2,1.014426117E3
2.596430880E2,1.014428253E3
2.607168680E2,1.014428253E3
2.617906410E2,1.014430161E3
2.628644090E2,1.014431000E3
2.639381990E2,1.014431000E3
2.650119470E2,1.014427872E3
2.660857490E2,1.014418869E3
2.671595680E2,1.014410095E3
2.682334090E2,1.014405289E3
2.693071880E2,1.014405289E3
2.703809020E2,1.014406357E3
2.714546760E2,1.014412689E3
2.725284260E2,1.014419556E3
2.736021480E2,1.014426193E3
2.746759150E2,1.014426193E3
2.757496860E2,1.014422760E3
2.768234510E2,1.014416656E3
2.778972280E2,1.014415894E3
2.789710100E2,1.014413300E3
2.800447570E2,1.014413300E3
2.811185790E2,1.014415054E3
2.821923600E2,1.014415054E3
2.832661570E2,1.014413147E3
2.843399560E2,1.014412231E3
2.854137110E2,1.014409485E3
2.864874360E2,1.014404221E3
2.875612090E2,1.014403381E3
2.886349960E2,1.014403381E3
2.897088100E2,1.014407425E3
2.907826310E2,1.014412384E3
2.918564040E2,1.014419861E3
2.929302300E2,1.014428864E3
2.940040210E2,1.014429092E3
2.950778600E2,1.014431229E3
2.961516970E2,1.014432831E3
2.972255040E2,1.014432831E3
2.982993320E2,1.014430313E3
2.993731720E2,1.014426422E3
3.004469650E2,1.014426422E3
3.015207420E2,1.014428635E3
3.025945440E2,1.014431610E3
3.036683230E2,1.014440002E3
3.047420430E2,1.014445877E3
3.058158410E2,1.014452057E3
3.068896420E2,1.014452515E3
3.079635260E2,1.014459457E3
3.090373650E2,1.014462585E3
3.101112800E2,1.014470291E3
3.111852310E2,1.014472275E3
3.122591250E2,1.014472275E3
3.133329910E2,1.014467392E3
3.144067960E2,1.014464417E3
3.154805890E2,1.014461212E3
3.165544140E2,1.014458542E3
3.176282710E2,1.014458160E3
3.187021370E2,1.014455872E3
3.197760160E2,1.014458160E3
3.208498590E2,1.014458160E3
3.219237090E2,1.014458160E3
3.229975310E2,1.014456711E3
3.240713800E2,1.014448395E3
3.251453140E2,1.014443817E3
3.262191980E2,1.014443817E3
3.272930780E2,1.014452896E3
3.283669090E2,1.014465256E3
3.294407690E2,1.014475632E3
3.305146320E2,1.014475632E3
3.332751037E2,1.014484787E3
3.342818927E2,1.014485855E3
3.352886717E2,1.014486923E3
3.362954347E2,1.014507904E3
3.373022357E2,1.014521103E3
3.387812847E2,1.014475708E3
3.397880827E2,1.014490051E3
3.407948407E2,1.014501266E3
3.418016257E2,1.014504318E3
3.428083947E2,1.014517059E3
3.431582067E2,1.014522781E3
3.442320687E2,1.014523239E3
3.453060237E2,1.014528885E3
3.463799907E2,1.014529114E3
3.474539337E2,1.014529114E3
3.485278227E2,1.014522400E3
3.496017047E2,1.014515610E3
3.506756367E2,1.014503632E3
3.517496167E2,1.014494781E3
3.528235507E2,1.014493103E3
3.538974687E2,1.014493103E3
3.549714317E2,1.014493713E3
3.560454007E2,1.014496689E3
3.571193587E2,1.014496689E3
3.581932807E2,1.014495392E3
3.592672767E2,1.014492722E3
3.603412517E2,1.014492188E3
3.614152427E2,1.014490356E3
3.624892687E2,1.014487610E3
3.635632197E2,1.014483643E3
3.646371407E2,1.014479218E3
3.657111087E2,1.014476471E3
3.667849847E2,1.014476471E3
3.678589017E2,1.014478989E3
3.689328837E2,1.014479446E3
3.700068897E2,1.014481049E3
3.710808577E2,1.014484482E3
3.721547647E2,1.014484482E3
3.732286987E2,1.014484482E3
3.743026597E2,1.014483566E3
3.753765987E2,1.014482498E3
3.764505797E2,1.014479370E3
3.775245347E2,1.014477081E3
3.785985087E2,1.014475861E3
3.796724557E2,1.014475861E3
3.807463587E2,1.014477463E3
3.818202397E2,1.014479446E3
3.828941947E2,1.014479675E3
3.839681497E2,1.014481964E3
3.850420887E2,1.014484634E3
3.861160217E2,1.014486160E3
3.871899747E2,1.014488602E3
3.882639267E2,1.014494400E3
3.893379217E2,1.014500275E3
3.904119157E2,1.014508438E3
3.914857877E2,1.014514389E3
3.925596527E2,1.014514389E3
3.955559585E2,1.014390335E3
3.965627895E2,1.014395294E3
3.975696345E2,1.014400253E3
3.985764515E2,1.014450302E3
3.995832115E2,1.014468918E3
4.019759730E2,1.014374084E3
4.029827960E2,1.014378967E3
4.039896100E2,1.014383774E3
4.049964160E2,1.014418335E3
4.060032770E2,1.014431915E3
4.063532420E2,1.014436188E3
4.074272900E2,1.014437256E3
4.085012760E2,1.014441147E3
4.095752640E2,1.014441681E3
4.106492460E2,1.014441681E3
4.117232500E2,1.014443359E3
4.127973030E2,1.014445496E3
4.138712870E2,1.014448090E3
4.149452570E2,1.014448090E3
4.160192020E2,1.014446106E3
4.170931630E2,1.014443817E3
4.181671610E2,1.014438782E3
4.192411210E2,1.014434357E3
4.203150290E2,1.014429779E3
4.213889850E2,1.014428482E3
4.224629580E2,1.014425888E3
4.235369360E2,1.014424820E3
4.246108980E2,1.014424820E3
4.256848810E2,1.014424210E3
4.267588020E2,1.014423828E3
4.278327880E2,1.014423447E3
4.289067530E2,1.014423447E3
4.299807070E2,1.014425735E3
4.310546700E2,1.014426346E3
4.321285950E2,1.014428635E3
4.332025260E2,1.014431763E3
4.342764440E2,1.014433899E3
4.353503570E2,1.014435577E3
4.364242400E2,1.014437714E3
4.374980990E2,1.014438324E3
4.385719710E2,1.014438629E3
4.396458700E2,1.014439163E3
4.407197480E2,1.014440079E3
4.417936090E2,1.014440079E3
4.428674780E2,1.014440308E3
4.439414260E2,1.014440308E3
4.450153600E2,1.014440613E3
4.460892940E2,1.014441452E3
4.471631870E2,1.014443130E3
4.482370260E2,1.014444656E3
4.493109160E2,1.014444656E3
4.503847690E2,1.014444733E3
4.514586520E2,1.014444275E3
4.525325370E2,1.014443665E3
4.536064070E2,1.014442749E3
4.546802700E2,1.014442596E3
4.557541420E2,1.014442749E3
4.568280010E2,1.014444733E3
4.579018220E2,1.014444733E3
4.611904379E2,1.014370041E3
4.621972869E2,1.014366608E3
4.632041359E2,1.014363098E3
4.642109829E2,1.014355240E3
4.652178989E2,1.014354858E3
4.655676639E2,1.014350281E3
4.666416769E2,1.014349518E3
4.677157299E2,1.014349518E3
4.687897389E2,1.014350662E3
4.698637069E2,1.014350967E3
4.709376469E2,1.014353333E3
