"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.626917242E2,-1.124491882E1,3.871245193E1,1.996848679E1
6.627017392E2,-1.067095947E1,3.850327682E1,2.073190498E1
6.627117552E2,-9.559955597E0,3.812247086E1,2.167565155E1
6.627217702E2,-8.679470062E0,3.839078903E1,2.242465210E1
6.627317847E2,-7.544235229E0,3.770754623E1,2.316563416E1
6.627418007E2,-6.734020233E0,3.731689835E1,2.432462311E1
6.627518157E2,-5.897762299E0,3.654886246E1,2.518617821E1
6.627618307E2,-4.744068146E0,3.604706955E1,2.587219429E1
6.627718457E2,-4.312362671E0,3.569081497E1,2.648843956E1
6.627818617E2,-3.396873474E0,3.520752335E1,2.749463272E1
6.627918767E2,-2.392108917E0,3.452421188E1,2.800013351E1
6.628018917E2,-1.023242950E0,3.464647293E1,2.819361687E1
6.628119067E2,6.552314758E-1,3.447098160E1,2.823108673E1
