"Time (s)","X (hPa)"
3.817039462E2,1.015163422E3
3.827708672E2,1.015163956E3
3.838377692E2,1.015165024E3
3.849046822E2,1.015163956E3
3.859715672E2,1.015159378E3
3.870384352E2,1.015155640E3
3.881053402E2,1.015153046E3
3.891722582E2,1.015152206E3
3.902391882E2,1.015150986E3
3.913060612E2,1.015150986E3
3.923730112E2,1.015151215E3
3.934399402E2,1.015151215E3
3.945068742E2,1.015150986E3
3.955738072E2,1.015150070E3
3.966406832E2,1.015149689E3
3.977075692E2,1.015149078E3
3.987744612E2,1.015147324E3
3.998412932E2,1.015145645E3
4.009081582E2,1.015145264E3
4.019750652E2,1.015142899E3
4.030419662E2,1.015139008E3
4.041088472E2,1.015137100E3
4.051757202E2,1.015134125E3
4.062426492E2,1.015129852E3
4.073095102E2,1.015129471E3
4.083763362E2,1.015123825E3
4.094431932E2,1.015123749E3
4.105100532E2,1.015123749E3
4.115769202E2,1.015124207E3
4.126438182E2,1.015124664E3
4.156646795E2,1.015079651E3
4.166648865E2,1.015079651E3
4.176651335E2,1.015079803E3
4.186653685E2,1.015138931E3
4.196655435E2,1.015145798E3
4.218725684E2,1.015105286E3
4.228727384E2,1.015122833E3
4.238729304E2,1.015140381E3
4.248731624E2,1.015159225E3
4.258733524E2,1.015166931E3
4.271153205E2,1.015053787E3
4.281155675E2,1.015061646E3
4.291158275E2,1.015069580E3
4.301160795E2,1.015075150E3
4.311163365E2,1.015079803E3
4.314742205E2,1.015081329E3
4.325411385E2,1.015082703E3
4.336080465E2,1.015082703E3
4.346749815E2,1.015080643E3
4.357419505E2,1.015080185E3
4.368088745E2,1.015075989E3
4.378757755E2,1.015074921E3
4.389426245E2,1.015074921E3
4.400094725E2,1.015076828E3
4.410763935E2,1.015077286E3
4.421432975E2,1.015080490E3
4.432102235E2,1.015082474E3
4.442771425E2,1.015083771E3
4.453440745E2,1.015083847E3
4.464109955E2,1.015084381E3
4.474778995E2,1.015085297E3
4.485448305E2,1.015087967E3
4.496117655E2,1.015091782E3
4.506786925E2,1.015094070E3
4.517455945E2,1.015095978E3
4.528125285E2,1.015096664E3
4.538794735E2,1.015096664E3
4.549464245E2,1.015094147E3
4.560133495E2,1.015093918E3
4.570803155E2,1.015093918E3
4.581472615E2,1.015094910E3
4.592142215E2,1.015095367E3
4.602811435E2,1.015096664E3
4.613480325E2,1.015096893E3
4.624149565E2,1.015098114E3
4.634818885E2,1.015099106E3
4.645487995E2,1.015100174E3
4.656157575E2,1.015100250E3
4.666826765E2,1.015100861E3
4.677496135E2,1.015101089E3
4.688165285E2,1.015101318E3
4.698834285E2,1.015101547E3
4.709504095E2,1.015101547E3
4.720173705E2,1.015100479E3
4.730843255E2,1.015100403E3
4.741512825E2,1.015100403E3
4.752181775E2,1.015100479E3
4.762850715E2,1.015102921E3
4.773519905E2,1.015103607E3
4.784188985E2,1.015105438E3
4.794858115E2,1.015106812E3
4.805527255E2,1.015108185E3
4.816196275E2,1.015108795E3
4.826865505E2,1.015109482E3
4.837534555E2,1.015110474E3
4.848203015E2,1.015113068E3
4.858871505E2,1.015116425E3
4.869540235E2,1.015119858E3
4.880209225E2,1.015122681E3
4.890878025E2,1.015125275E3
4.901547395E2,1.015129089E3
4.912216515E2,1.015131378E3
4.922885605E2,1.015134277E3
4.933555235E2,1.015138550E3
4.944224605E2,1.015139999E3
4.954893985E2,1.015142059E3
4.965563175E2,1.015144806E3
4.976232595E2,1.015147629E3
4.986901595E2,1.015148163E3
4.997570765E2,1.015150375E3
5.008239975E2,1.015154800E3
5.038404166E2,1.015149612E3
5.048407936E2,1.015150146E3
5.058411546E2,1.015150604E3
5.068415106E2,1.015157700E3
5.078419026E2,1.015173340E3
5.081996806E2,1.015213013E3
5.092666876E2,1.015218506E3
5.103337246E2,1.015218506E3
5.114007296E2,1.015225677E3
5.124676616E2,1.015225677E3
5.135346456E2,1.015214920E3
5.146016226E2,1.015214920E3
5.156686416E2,1.015225296E3
5.167356546E2,1.015225296E3
5.178026726E2,1.015222931E3
5.188697186E2,1.015214691E3
5.199367536E2,1.015202713E3
5.210037956E2,1.015191650E3
5.220707706E2,1.015180588E3
5.231377576E2,1.015171814E3
5.242047566E2,1.015167770E3
5.252717526E2,1.015167770E3
5.263387316E2,1.015169754E3
5.274057356E2,1.015174713E3
5.284727186E2,1.015179825E3
5.295397416E2,1.015186539E3
5.306067526E2,1.015191956E3
5.316737866E2,1.015195541E3
5.327408206E2,1.015198059E3
5.338078856E2,1.015198059E3
5.348749586E2,1.015197220E3
5.359420446E2,1.015192413E3
5.370091176E2,1.015189514E3
5.380761616E2,1.015187225E3
5.391431756E2,1.015184402E3
5.402101776E2,1.015181427E3
5.412772006E2,1.015180893E3
5.423442006E2,1.015176392E3
5.434112016E2,1.015171204E3
5.444782226E2,1.015165329E3
5.455452236E2,1.015162506E3
5.466122836E2,1.015158081E3
5.476793496E2,1.015155945E3
5.487463956E2,1.015154724E3
5.498134486E2,1.015151825E3
5.508804996E2,1.015147629E3
5.519475306E2,1.015144272E3
5.530145536E2,1.015139847E3
5.540815706E2,1.015134811E3
5.551486026E2,1.015130768E3
5.562156006E2,1.015128021E3
5.572826306E2,1.015125427E3
5.583496776E2,1.015124588E3
5.594166836E2,1.015124588E3
5.604837156E2,1.015124893E3
5.615507176E2,1.015126495E3
5.626177006E2,1.015128021E3
5.636847336E2,1.015129929E3
5.647517766E2,1.015132675E3
5.658187786E2,1.015135193E3
5.668857586E2,1.015142136E3
5.700928620E2,1.015078583E3
5.710933450E2,1.015081635E3
5.720938290E2,1.015084763E3
5.730943060E2,1.015095978E3
5.740947810E2,1.015162888E3
5.757539532E2,1.015078964E3
5.767544052E2,1.015082779E3
5.777548522E2,1.015086594E3
5.787553112E2,1.015118408E3
5.797557292E2,1.015141983E3
5.801133872E2,1.015142593E3
5.811805852E2,1.015142593E3
5.822478162E2,1.015150681E3
5.833150362E2,1.015150681E3
5.843821952E2,1.015147858E3
5.854493332E2,1.015147858E3
5.865165152E2,1.015149002E3
5.875837152E2,1.015149002E3
5.886509222E2,1.015148239E3
5.897180452E2,1.015147171E3
5.907852212E2,1.015146484E3
5.918523912E2,1.015144806E3
5.929195542E2,1.015144806E3
5.939866882E2,1.015148468E3
5.950538362E2,1.015149002E3
5.961209352E2,1.015149231E3
5.971880062E2,1.015151825E3
5.982551172E2,1.015151825E3
5.993222712E2,1.015149460E3
6.003894582E2,1.015149460E3
6.014566642E2,1.015149460E3
6.025238652E2,1.015147858E3
6.035910212E2,1.015147858E3
6.046581672E2,1.015148239E3
6.057253212E2,1.015149689E3
6.067924312E2,1.015149918E3
6.078595202E2,1.015151443E3
6.089266082E2,1.015153275E3
6.099937592E2,1.015153275E3
6.110608502E2,1.015142288E3
6.121279722E2,1.015134125E3
6.153484481E2,1.015095139E3
6.163488501E2,1.015093613E3
6.173492941E2,1.015095139E3
6.183497261E2,1.015142517E3
6.193501531E2,1.015182571E3
6.197078091E2,1.015182571E3
