"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.800596750E0,7.750917673E-1,-1.027732939E-1,-1.087918401E0
1.810589750E0,6.912679672E-1,3.295550346E-1,-1.645185113E0
1.820582750E0,5.991633534E-1,4.700961709E-1,-1.625360012E0
1.830575750E0,5.602376461E-1,2.161841393E-1,-1.093816757E0
1.840568750E0,7.601020336E-1,-1.092591956E-1,-6.126411557E-1
1.850561750E0,1.052175045E0,-4.289667010E-1,-4.204369783E-1
1.860555750E0,1.308130980E0,-7.692621946E-1,-3.019353747E-1
1.870548750E0,1.566331506E0,-1.204475880E0,-1.737184823E-1
1.880541750E0,1.838930249E0,-1.678437114E0,-5.576920509E-2
1.890534750E0,2.028503418E0,-2.031416416E0,5.359843001E-2
1.900527750E0,2.093385696E0,-2.259687901E0,1.766857505E-1
1.910520750E0,2.115025520E0,-2.359619379E0,3.673790693E-1
1.920513750E0,2.106763363E0,-2.119668484E0,5.739490390E-1
1.930506750E0,2.073801994E0,-1.569785476E0,8.072879314E-1
1.940499750E0,2.044416428E0,-8.815253377E-1,1.072940946E0
1.950492750E0,1.975195885E0,-2.657403052E-1,1.265093684E0
1.960485750E0,1.757087588E0,5.194978043E-2,1.235858083E0
1.970478750E0,1.448707461E0,-3.510794044E-2,1.022792220E0
1.980471750E0,1.009814739E0,-3.091480136E-1,6.742563248E-1
1.990464750E0,4.937973320E-1,-7.232046127E-1,3.009331524E-1
2.000457750E0,9.207734466E-2,-1.178330898E0,9.011681378E-2
2.010450750E0,-6.722915452E-3,-1.410410881E0,1.425846070E-1
2.020443750E0,1.484877020E-1,-1.454398513E0,2.898473144E-1
2.030436750E0,3.986206949E-1,-1.399760008E0,4.596614242E-1
2.040429750E0,6.376702785E-1,-1.261629105E0,6.276967525E-1
2.050423750E0,8.334638476E-1,-1.079788446E0,7.518482804E-1
2.060416750E0,1.004746199E0,-9.003286958E-1,7.788205147E-1
2.070409750E0,1.125392199E0,-7.346891165E-1,7.251389623E-1
2.080402750E0,1.132987738E0,-6.538707018E-1,5.939620733E-1
2.090395750E0,1.044775009E0,-7.148448825E-1,4.752539694E-1
2.100388750E0,9.089021683E-1,-8.684375882E-1,3.999528289E-1
2.110381750E0,7.794075608E-1,-1.043512583E0,3.884266913E-1
2.120374750E0,6.796514392E-1,-1.204804540E0,4.157701731E-1
2.130367750E0,5.831937194E-1,-1.391403913E0,4.714622200E-1
2.140360750E0,4.729132950E-1,-1.706483364E0,5.651572943E-1
2.150353750E0,3.701458573E-1,-2.117694616E0,6.274244189E-1
2.160346750E0,3.165502846E-1,-2.406136751E0,6.394999623E-1
2.170339750E0,3.668220043E-1,-2.488173246E0,6.145991087E-1
2.180332750E0,5.016989112E-1,-2.421980858E0,5.135060549E-1
2.190325750E0,6.339176297E-1,-2.233486176E0,3.689948320E-1
2.200318750E0,7.082616687E-1,-1.921048760E0,2.275745869E-1
2.210311750E0,7.643916011E-1,-1.503610492E0,9.156940132E-2
2.220304750E0,8.015392423E-1,-1.044577956E0,-2.798016742E-2
2.230298750E0,8.389307261E-1,-6.300678849E-1,-1.301576495E-1
2.240291750E0,8.661769629E-1,-2.775745690E-1,-2.110519707E-1
2.250284750E0,8.590999246E-1,-1.736788452E-2,-2.732294202E-1
2.260277750E0,8.334901929E-1,9.389738739E-2,-2.987979054E-1
2.270270750E0,7.907038331E-1,6.708382070E-2,-2.917396128E-1
2.280263750E0,7.631587386E-1,-1.749072038E-2,-2.897318304E-1
2.290256750E0,7.808775902E-1,-1.015245765E-1,-2.818881571E-1
2.300249750E0,8.198271394E-1,-1.627562344E-1,-2.829584777E-1
2.310242750E0,8.317561150E-1,-2.938068211E-1,-2.572804391E-1
2.320235750E0,8.201562166E-1,-4.323300719E-1,-2.213154882E-1
2.330228750E0,7.776710391E-1,-5.378767848E-1,-1.755690426E-1
2.340221750E0,7.083031535E-1,-6.374182701E-1,-1.109567583E-1
2.350214750E0,6.472142339E-1,-7.161871195E-1,-2.383330837E-2
2.360207750E0,6.210284233E-1,-7.569108605E-1,7.690688223E-2
2.370200750E0,5.773392916E-1,-7.298983932E-1,1.435125768E-1
2.380193750E0,5.174274445E-1,-6.212075949E-1,1.651877761E-1
2.390186750E0,4.602403641E-1,-4.582754374E-1,1.596478671E-1
2.400179750E0,3.922373354E-1,-2.538426518E-1,1.426702142E-1
2.410172750E0,2.914997339E-1,-2.503028605E-3,1.639998853E-1
2.420166750E0,1.644890457E-1,2.186719626E-1,2.146596014E-1
2.430159750E0,-1.507392991E-2,2.705069184E-1,2.661033571E-1
2.440152750E0,-2.238255441E-1,4.040101543E-2,3.012461662E-1
2.450145750E0,-4.503166974E-1,-3.120293915E-1,2.846889496E-1
2.460138750E0,-6.764811277E-1,-5.026249290E-1,2.897185981E-1
2.470131750E0,-8.431053162E-1,-3.433792293E-1,3.740853667E-1
2.480124750E0,-9.704396129E-1,1.430476904E-1,5.499858260E-1
2.490117750E0,-1.102979660E0,7.525286078E-1,7.724999189E-1
2.500110750E0,-1.258942366E0,1.250707746E0,9.495273829E-1
2.510103750E0,-1.549990058E0,1.511521459E0,9.292410016E-1
2.520096750E0,-1.978150487E0,1.468573689E0,6.757171154E-1
2.530089750E0,-2.419865608E0,1.139562607E0,3.903228939E-1
2.540082750E0,-2.831392765E0,6.285307407E-1,1.428509783E-2
2.550075750E0,-3.186913490E0,-3.359464929E-2,-4.288964570E-1
2.560068750E0,-3.402530193E0,-1.046515703E0,-9.183561802E-1
2.570061750E0,-3.347273111E0,-2.651322603E0,-1.489399195E0
2.580054750E0,-3.262837410E0,-4.369436741E0,-2.087997675E0
2.590047750E0,-3.585350752E0,-5.363038540E0,-2.601654530E0
