"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.844049357E2,-2.531172180E1,3.936157990E1,3.185264587E0
3.844149287E2,-2.530097198E1,3.937200928E1,2.305877686E0
3.844249217E2,-2.548645782E1,3.912628937E1,1.356117249E0
3.844349147E2,-2.554045105E1,3.903048706E1,1.067657471E0
3.844449087E2,-2.540111542E1,3.915718079E1,5.926284790E-1
3.844549017E2,-2.554669952E1,3.909449005E1,5.206756592E-1
3.844648947E2,-2.550122070E1,3.930815887E1,5.877838135E-1
3.844748877E2,-2.573608398E1,3.923608398E1,5.299377441E-1
3.844848807E2,-2.576270294E1,3.911089325E1,3.201446533E-1
3.844948737E2,-2.578225708E1,3.926081848E1,1.061248779E-1
3.845048677E2,-2.583584595E1,3.897139740E1,-7.624359131E-1
3.845148607E2,-2.593732452E1,3.890934753E1,-1.125946045E0
3.845248537E2,-2.588661957E1,3.880910492E1,-1.651214600E0
3.845348467E2,-2.607155609E1,3.879827118E1,-2.085685730E0
3.845448397E2,-2.625787354E1,3.876718140E1,-2.620216370E0
3.845548327E2,-2.629140472E1,3.873834991E1,-2.473281860E0
3.845648267E2,-2.632010651E1,3.858074188E1,-2.532371521E0
3.845748197E2,-2.630409241E1,3.861918640E1,-2.545578003E0
3.845848127E2,-2.628063202E1,3.862514496E1,-2.466331482E0
3.845948057E2,-2.619977570E1,3.866990662E1,-2.233894348E0
3.846047987E2,-2.589450073E1,3.878805542E1,-2.525344849E0
3.846147917E2,-2.556118774E1,3.886667633E1,-2.767669678E0
3.846247857E2,-2.543725586E1,3.913233185E1,-3.007667542E0
3.846347787E2,-2.503031158E1,3.924512482E1,-3.264671326E0
3.846447717E2,-2.503031158E1,3.924512482E1,-3.264671326E0
3.846547647E2,-2.476023865E1,3.954453278E1,-3.422958374E0
3.846647577E2,-2.442312622E1,3.973303986E1,-3.547729492E0
3.846747517E2,-2.430969238E1,3.989727783E1,-3.682556152E0
3.846847447E2,-2.422184753E1,3.981784058E1,-3.619209290E0
3.846947377E2,-2.427329254E1,3.990365601E1,-3.316688538E0
3.847047307E2,-2.399611664E1,3.992138672E1,-2.830406189E0
3.847147237E2,-2.380439758E1,4.012113190E1,-2.376304626E0
3.847247167E2,-2.374461365E1,4.006010437E1,-1.821449280E0
3.847347107E2,-2.353881073E1,4.011257935E1,-1.038734436E0
3.847447037E2,-2.339916992E1,4.009745026E1,-5.258941650E-2
3.847546967E2,-2.336598206E1,4.024303436E1,1.047332764E0
3.847646897E2,-2.324713135E1,4.021506500E1,2.112274170E0
3.847746827E2,-2.313835907E1,4.015689850E1,3.356109619E0
3.847846757E2,-2.321671295E1,3.983320618E1,4.657043457E0
3.847946697E2,-2.337660217E1,3.971762848E1,6.297203064E0
3.848046627E2,-2.343031311E1,3.909171295E1,7.859558105E0
3.848146557E2,-2.361210632E1,3.846112061E1,9.610046387E0
3.848246487E2,-2.358248901E1,3.764531708E1,1.162001801E1
3.848346417E2,-2.381616211E1,3.676101685E1,1.350147247E1
3.848446347E2,-2.422086334E1,3.590525818E1,1.541439819E1
3.848546287E2,-2.462100983E1,3.487863159E1,1.694508362E1
3.848646217E2,-2.517978668E1,3.379374695E1,1.830250549E1
3.848746147E2,-2.558580780E1,3.306082916E1,1.924185181E1
3.848846077E2,-2.608161163E1,3.233457184E1,1.949469757E1
3.848946007E2,-2.644906616E1,3.157378769E1,1.946037292E1
3.849045947E2,-2.644906616E1,3.157378769E1,1.946037292E1
3.849145877E2,-2.686212921E1,3.147740364E1,1.950284576E1
3.849245807E2,-2.726488495E1,3.125621223E1,1.946030426E1
3.849345737E2,-2.720349121E1,3.103129959E1,1.961473083E1
3.849445667E2,-2.722709656E1,3.091960526E1,1.984549713E1
3.849545597E2,-2.717496490E1,3.087068939E1,1.995575714E1
3.849645537E2,-2.691968536E1,3.082870293E1,2.039022827E1
3.849745467E2,-2.688249207E1,3.071025658E1,2.052380371E1
3.849845397E2,-2.660702515E1,3.061889839E1,2.080437469E1
3.849945327E2,-2.657840729E1,3.047664070E1,2.108679962E1
3.850045257E2,-2.665072632E1,3.021436310E1,2.126667786E1
3.850145187E2,-2.674363708E1,3.010776520E1,2.163925171E1
3.850245127E2,-2.700506592E1,2.974085236E1,2.158888245E1
3.850345057E2,-2.730520630E1,2.977908707E1,2.153789520E1
3.850444987E2,-2.772393036E1,2.971654892E1,2.116697693E1
3.850544917E2,-2.813524628E1,2.947599792E1,2.086122131E1
3.850644847E2,-2.836302185E1,2.934111023E1,2.034066772E1
3.850744787E2,-2.867298889E1,2.940694618E1,2.021972656E1
3.850844717E2,-2.895552063E1,2.913020897E1,1.940045166E1
3.850944647E2,-2.922843933E1,2.939661026E1,1.882536316E1
